unique_day,source_file,file_name,date_time_original,unique_id,nest,classification,camera_start,camera_stop,cohort,camera,date
2023:03:04_A5_N18,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N18,N18,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:04_A5_N19,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N19,N19,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:04_A5_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N2,N2,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:04_A5_N20,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N20,N20,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:04_A5_N21,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N21,N21,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:04_A5_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N3,N3,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:04_A5_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N4,N4,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:04_A5_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N5,N5,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:04_A5_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N6,N6,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:04_A5_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N7,N7,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:04_A5_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N8,N8,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:04_A5_N9,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08 _Salvins_A5.JPG,2023:03:04 16:00:08,2023_A5_N9,N9,NC,2022-11-11,2023-04-04,2023,A5,2023:03:04
2023:03:05_A5_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N1,N1,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N10,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N10,N10,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N11,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N11,N11,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N12,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N12,N12,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N15,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N15,N15,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N16,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N16,N16,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N19,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N19,N19,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N2,N2,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N20,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N20,N20,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N21,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N21,N21,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N3,N3,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N4,N4,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N5,N5,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N6,N6,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N7,N7,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N8,N8,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:05_A5_N9,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05 _Salvins_A5.JPG,2023:03:05 07:00:05,2023_A5_N9,N9,PG,2022-11-11,2023-04-04,2023,A5,2023:03:05
2023:03:06_A5_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N1,N1,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N10,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N10,N10,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N11,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N11,N11,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N12,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N12,N12,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N13,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N13,N13,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N14,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N14,N14,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N15,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N15,N15,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N16,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N16,N16,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N17,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N17,N17,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N18,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N18,N18,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N19,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N19,N19,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N2,N2,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N20,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N20,N20,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N21,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N21,N21,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N3,N3,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N4,N4,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N5,N5,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N6,N6,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N7,N7,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N8,N8,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:06_A5_N9,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06 _Salvins_A5.JPG,2023:03:06 10:00:06,2023_A5_N9,N9,NC,2022-11-11,2023-04-04,2023,A5,2023:03:06
2023:03:07_A5_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N1,N1,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N10,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N10,N10,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N11,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N11,N11,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N12,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N12,N12,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N13,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N13,N13,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N14,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N14,N14,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N15,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N15,N15,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N16,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N16,N16,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N17,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N17,N17,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N18,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N18,N18,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N19,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N19,N19,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N2,N2,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N20,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N20,N20,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N21,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N21,N21,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N3,N3,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N4,N4,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N5,N5,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N6,N6,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N7,N7,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N8,N8,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:07_A5_N9,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09 _Salvins_A5.JPG,2023:03:07 12:00:09,2023_A5_N9,N9,NC,2022-11-11,2023-04-04,2023,A5,2023:03:07
2023:03:08_A5_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:08 14:00:09 _Salvins_A5.JPG,2023:03:08 14:00:09 _Salvins_A5.JPG,2023:03:08 14:00:09,2023_A5_N1,N1,NC,2022-11-11,2023-04-04,2023,A5,2023:03:08
2023:03:08_A5_N10,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:08 14:00:09 _Salvins_A5.JPG,2023:03:08 14:00:09 _Salvins_A5.JPG,2023:03:08 14:00:09,2023_A5_N10,N10,NC,2022-11-11,2023-04-04,2023,A5,2023:03:08
2023:03:08_A5_N11,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:08 14:00:09 _Salvins_A5.JPG,2023:03:08 14:00:09 _Salvins_A5.JPG,2023:03:08 14:00:09,2023_A5_N11,N11,NC,2022-11-11,2023-04-04,2023,A5,2023:03:08
2023:03:08_A5_N12,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A5/2023:03:08 14:00:09 _Salvins_A5.JPG,2023:03:08 14:00:09 _Salvins_A5.JPG,2023:03:08 14:00:09,2023_A5_N12,N12,NC,2022-11-11,2023-04-04,2023,A5,2023:03:08
